username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
TheRawarGirl;2016-01-27 17:43;0;0;"https:// youtu.be/uQJ7Map2qwM @Jack_Septic_Eye Awh I just wanna hug you!! XD @thefinebros this was awesome, thanks!";;@Jack_Septic_Eye @thefinebros;;"692493266974015488";https://twitter.com/TheRawarGirl/status/692493266974015488
vicky_morales5_;2016-01-27 17:36;0;0;"Thinking about making a YouTube channel now @thefinebros";;@thefinebros;;"692491405537705984";https://twitter.com/vicky_morales5_/status/692491405537705984
tyleroakleyphan;2016-01-27 17:34;0;0;"@thefinebros dude I forgot to tell you that I haven't ate in 7 days";;@thefinebros;;"692490967845314560";https://twitter.com/tyleroakleyphan/status/692490967845314560
AbanesRomeo;2016-01-27 17:25;0;0;"@thefinebros Everyone's on a diet and I'm here like...";;@thefinebros;;"692488509253382151";https://twitter.com/AbanesRomeo/status/692488509253382151
didnothinghere;2016-01-27 17:19;0;0;"Wish I had over 140 characters to tell you why I voted for @thefinebros in the #ShortyAwards . http:// shortyawards.com/8th/thefinebros";;@thefinebros;#ShortyAwards;"692487093847773184";https://twitter.com/didnothinghere/status/692487093847773184
Tatiwitscumbag_;2016-01-27 17:16;0;0;"Voted for @thefinebros to win the the #ShortyAwards http:// shortyawards.com/8th/thefinebros";;@thefinebros;#ShortyAwards;"692486357378273281";https://twitter.com/Tatiwitscumbag_/status/692486357378273281
FandomTrashAbi;2016-01-27 17:15;0;4;"@thefinebros pic.twitter.com/6Lo7nniz5h";;@thefinebros;;"692486194517676033";https://twitter.com/FandomTrashAbi/status/692486194517676033
MKGamer4;2016-01-27 17:15;0;0;"@thefinebros Fantasizing when your food is coming";;@thefinebros;;"692486193934684165";https://twitter.com/MKGamer4/status/692486193934684165
YinanYang;2016-01-27 17:14;0;0;"@thefinebros WAiter! Bring me your best Human! Medium-rare!";;@thefinebros;;"692485950656679936";https://twitter.com/YinanYang/status/692485950656679936
thefinebros;2016-01-27 17:11;9;143;"CAPTION THIS! https://www. instagram.com/p/BBD3KmbOtz-/";;;;"692485111284154368";https://twitter.com/thefinebros/status/692485111284154368
MattEatsMochi;2016-01-27 17:09;0;2;"@thefinebros "Error 404" pic.twitter.com/WlD9S6b3kH";;@thefinebros;;"692484497258987524";https://twitter.com/MattEatsMochi/status/692484497258987524
AssassinatorsA;2016-01-27 17:08;0;0;"@thefinebros page isnt there finebros. wanna check your link?";;@thefinebros;;"692484446910615553";https://twitter.com/AssassinatorsA/status/692484446910615553
amyisntcool;2016-01-27 17:08;0;0;"@thefinebros But there's nothing there. Did you delete it?";;@thefinebros;;"692484368980426758";https://twitter.com/amyisntcool/status/692484368980426758
SpazldRust;2016-01-27 17:08;0;0;"@thefinebros Page not found... ;(";;@thefinebros;;"692484296007925764";https://twitter.com/SpazldRust/status/692484296007925764
oriolsalvador;2016-01-27 16:47;0;2;"Hats off to @thefinebros for #ReactWorld : new way to license REACT formats on channels around the world. More info: https:// youtu.be/r2UqT6SZ7CU";;@thefinebros;#ReactWorld;"692479023490949120";https://twitter.com/oriolsalvador/status/692479023490949120
MythicalEagle;2016-01-27 16:41;0;0;"@thefinebros I think it would be a great idea if you guys did Life Is Strange on REACT next!";;@thefinebros;;"692477610274721795";https://twitter.com/MythicalEagle/status/692477610274721795
BenoitFinck;2016-01-27 16:34;0;0;". @TheFineBros are launching a new licensing format for the @Youtube world. Awesome job guys! https:// youtu.be/r2UqT6SZ7CU";;@TheFineBros @Youtube;;"692475919412412416";https://twitter.com/BenoitFinck/status/692475919412412416
Raphael_2D;2016-01-27 16:31;0;0;"I want to see @thefinebros take home a #ShortyAward this year! Vote now: http:// shortyawards.com/8th/thefinebros";;@thefinebros;#ShortyAward;"692474956815470593";https://twitter.com/Raphael_2D/status/692474956815470593
Truffledor;2016-01-27 16:26;0;1;"@Chickenfarmer48 @thefinebros Because NY is where I'm at, & in the comments I'm in this NY group I guess you could call it? It would be fun";;@Chickenfarmer48 @thefinebros;;"692473724679929856";https://twitter.com/Truffledor/status/692473724679929856
chai_txx;2016-01-27 16:12;0;0;"@thefinebros do college students react and feature me thank. Btw ily";;@thefinebros;;"692470357022896128";https://twitter.com/chai_txx/status/692470357022896128
TheRawarGirl;2016-01-27 17:43;0;0;"https:// youtu.be/uQJ7Map2qwM @Jack_Septic_Eye Awh I just wanna hug you!! XD @thefinebros this was awesome, thanks!";;@Jack_Septic_Eye @thefinebros;;"692493266974015488";https://twitter.com/TheRawarGirl/status/692493266974015488
vicky_morales5_;2016-01-27 17:36;0;0;"Thinking about making a YouTube channel now @thefinebros";;@thefinebros;;"692491405537705984";https://twitter.com/vicky_morales5_/status/692491405537705984
tyleroakleyphan;2016-01-27 17:34;0;0;"@thefinebros dude I forgot to tell you that I haven't ate in 7 days";;@thefinebros;;"692490967845314560";https://twitter.com/tyleroakleyphan/status/692490967845314560
AbanesRomeo;2016-01-27 17:25;0;0;"@thefinebros Everyone's on a diet and I'm here like...";;@thefinebros;;"692488509253382151";https://twitter.com/AbanesRomeo/status/692488509253382151
didnothinghere;2016-01-27 17:19;0;0;"Wish I had over 140 characters to tell you why I voted for @thefinebros in the #ShortyAwards . http:// shortyawards.com/8th/thefinebros";;@thefinebros;#ShortyAwards;"692487093847773184";https://twitter.com/didnothinghere/status/692487093847773184
