,Column1,Column2,Column3
20736,Donaldcmacphail,theregos,RT
20737,xChuChux911,xChuChux911,Tweet
20738,TheOneStopShomp,DolanDark,RT
20739,ClickBaitExpose,ClickBaitExpose,Tweet
20740,hassanalaskry,hassanalaskry,Tweet
20741,paulyozz,TheRalphRetort,RT
20742,thehealinghug,thehealinghug,Tweet
20743,Hacks4001,TechRaptr,RT
20744,ClaytonjJa,ClaytonjJa,Tweet
20745,Ansariyya,Ansariyya,Tweet
20746,alsoMike,theregos,RT
20747,TMLitigator,TMLitigator,Tweet
20748,ilymaram,ilymaram,Tweet
20749,Haley_Marieee2,Haley_Marieee2,Tweet
20750,OMGSkyFanHD,OMGSkyFanHD,Tweet
20751,GadgetAddictsUK,GadgetAddictsUK,Tweet
20752,RyanMonroy,thefinebros,RT
20753,simply_mitra,Medium,RT
20754,TheUnawareGamer,TheGamingLemon,RT
20755,ET828,ET828,Tweet
20756,GeodesicDragon,GeodesicDragon,Tweet
20757,HeartlockTV,DolanDark,RT
20758,MaoistRebelNews,MaoistRebelNews,Tweet
20759,caljitsu,caljitsu,Tweet
20760,LoneArmadii,LoneArmadii,Tweet
20761,SuperTiger1234,SuperTiger1234,Tweet
20762,viva_movil,viva_movil,Tweet
20763,SogniFantasma,SogniFantasma,Tweet
20764,AshitakaWolf,AshitakaWolf,Tweet
20765,MaskinJunior,MaskinJunior,Tweet
20766,BlindSide513,BlindSide513,Tweet
20767,McLego,McLego,Tweet
20768,DonaLimes,DonaLimes,Tweet
20769,likefatoutou,4chansbest,RT
20770,TwentyOneBinge,TwentyOneBinge,Tweet
20771,GirlGamertag,GirlGamertag,Tweet
20772,Over_Leveled,AndrewEisen,RT
20773,azure_tomato,MunifiS,RT
20774,BRIGHTSTEEL,BRIGHTSTEEL,Tweet
20775,NelsonBelmont,NelsonBelmont,Tweet
20776,m4sterG1gabyte,BRAIX3N,RT
20777,7omG,7omG,Tweet
20778,kaiserwetter49,kaiserwetter49,Tweet
20779,awsum_n00b,MunifiS,RT
20780,starwar497,MunifiS,RT
20781,Fightmaster22,gauiis,RT
20782,Bozisaur,RedRavee,RT
20783,LandonYoutube,angie_sims2014,RT
20784,MPElliottArt,https,RT
20785,AliviaElizabeth,RedRavee,RT
20786,SaitoGray,SaitoGray,Tweet
20787,Pepsolman,cbanks420lol,RT
20788,uqure15,MunifiS,RT
20789,Jank_Smash,MunifiS,RT
20790,TankNine,TankNine,Tweet
20791,viainfinito,viainfinito,Tweet
20792,RuthReader,CultureStrike,RT
20793,CultureStrike,CultureStrike,Tweet
20794,christianvr2,christianvr2,Tweet
20795,DG_DeathGame,DG_DeathGame,Tweet
20796,Tanzito_,Tanzito_,Tweet
20797,MrHamHyson,MrHamHyson,Tweet
20798,TychoDickerson,TychoDickerson,Tweet
20799,MrHamHyson,MrHamHyson,Tweet
20800,linsellsmith,itsDanBull,RT
20801,Luke25361,thefinebros,RT
20802,Shadow_Liberty,Shadow_Liberty,Tweet
20803,Rittsrotts,Rittsrotts,Tweet
20804,iChrisii_,thefinebros,RT
20805,GanonForGlory,GanonForGlory,Tweet
20806,Slowbrofist,Slowbrofist,Tweet
20807,YubelMastery,YubelMastery,Tweet
20808,mittensleartist,mittensleartist,Tweet
20809,USNCDutch,USNCDutch,Tweet
20810,G0th_Detectives,BryOnTour,RT
20811,carolyn660,https,RT
20812,Karmaquarius,Karmaquarius,Tweet
20813,Garythegrump,Garythegrump,Tweet
20814,saladbound,BRAIX3N,RT
20815,Orici_Adria,Orici_Adria,Tweet
20816,nicorn7,nicorn7,Tweet
20817,ktanimara,https,RT
20818,mbenkeart,https,RT
20819,DiamondSwishers,thefinebros,RT
20820,HudsonTheNerd,MunifiS,RT
20821,ifanReal_Liams,ifanReal_Liams,Tweet
20822,andtherainstops,TheRobDyke,RT
20823,derekjd,derekjd,Tweet
20824,IWscotland,https,RT
20825,TarverTrey,itsDanBull,RT
20826,GCXGaming,GCXGaming,Tweet
20827,aldoruberto,aldoruberto,Tweet
20828,SirGingerale,BRAIX3N,RT
20829,ReAniMorte,ReAniMorte,Tweet
20830,CCharmanderK,BRAIX3N,RT
20831,cagethelonewolf,cagethelonewolf,Tweet
20832,Bosspikachu,MunifiS,RT
20833,Princess5S0S,thefinebros,RT
20834,ashtar9,ashtar9,Tweet
20835,AaronL98,ClickBaitExpose,RT
20836,Donaldcmacphail,theregos,RT
20837,xChuChux911,xChuChux911,Tweet
20838,TheOneStopShomp,DolanDark,RT
20839,ClickBaitExpose,ClickBaitExpose,Tweet
20840,hassanalaskry,hassanalaskry,Tweet
20841,paulyozz,TheRalphRetort,RT
20842,thehealinghug,thehealinghug,Tweet
20843,Hacks4001,TechRaptr,RT
20844,ClaytonjJa,ClaytonjJa,Tweet
20845,Ansariyya,Ansariyya,Tweet
20846,alsoMike,theregos,RT
20847,TMLitigator,TMLitigator,Tweet
20848,ilymaram,ilymaram,Tweet
20849,Haley_Marieee2,Haley_Marieee2,Tweet
20850,OMGSkyFanHD,OMGSkyFanHD,Tweet
20851,GadgetAddictsUK,GadgetAddictsUK,Tweet
20852,RyanMonroy,thefinebros,RT
20853,simply_mitra,Medium,RT
20854,TheUnawareGamer,TheGamingLemon,RT
20855,ET828,ET828,Tweet
20856,GeodesicDragon,GeodesicDragon,Tweet
20857,HeartlockTV,DolanDark,RT
20858,MaoistRebelNews,MaoistRebelNews,Tweet
20859,caljitsu,caljitsu,Tweet
20860,LoneArmadii,LoneArmadii,Tweet
20861,SuperTiger1234,SuperTiger1234,Tweet
20862,viva_movil,viva_movil,Tweet
20863,SogniFantasma,SogniFantasma,Tweet
20864,AshitakaWolf,AshitakaWolf,Tweet
20865,MaskinJunior,MaskinJunior,Tweet
20866,BlindSide513,BlindSide513,Tweet
20867,McLego,McLego,Tweet
20868,DonaLimes,DonaLimes,Tweet
20869,likefatoutou,4chansbest,RT
20870,TwentyOneBinge,TwentyOneBinge,Tweet
20871,GirlGamertag,GirlGamertag,Tweet
20872,Over_Leveled,AndrewEisen,RT
20873,azure_tomato,MunifiS,RT
20874,BRIGHTSTEEL,BRIGHTSTEEL,Tweet
20875,NelsonBelmont,NelsonBelmont,Tweet
20876,m4sterG1gabyte,BRAIX3N,RT
20877,7omG,7omG,Tweet
20878,kaiserwetter49,kaiserwetter49,Tweet
20879,awsum_n00b,MunifiS,RT
20880,starwar497,MunifiS,RT
20881,Fightmaster22,gauiis,RT
20882,Bozisaur,RedRavee,RT
20883,LandonYoutube,angie_sims2014,RT
20884,MPElliottArt,https,RT
20885,AliviaElizabeth,RedRavee,RT
20886,SaitoGray,SaitoGray,Tweet
20887,Pepsolman,cbanks420lol,RT
20888,uqure15,MunifiS,RT
20889,Jank_Smash,MunifiS,RT
20890,TankNine,TankNine,Tweet
20891,viainfinito,viainfinito,Tweet
20892,RuthReader,CultureStrike,RT
20893,CultureStrike,CultureStrike,Tweet
20894,christianvr2,christianvr2,Tweet
20895,DG_DeathGame,DG_DeathGame,Tweet
20896,Tanzito_,Tanzito_,Tweet
20897,MrHamHyson,MrHamHyson,Tweet
20898,TychoDickerson,TychoDickerson,Tweet
20899,MrHamHyson,MrHamHyson,Tweet
20900,linsellsmith,itsDanBull,RT
20901,Luke25361,thefinebros,RT
20902,Shadow_Liberty,Shadow_Liberty,Tweet
20903,Rittsrotts,Rittsrotts,Tweet
20904,iChrisii_,thefinebros,RT
20905,GanonForGlory,GanonForGlory,Tweet
20906,Slowbrofist,Slowbrofist,Tweet
20907,YubelMastery,YubelMastery,Tweet
20908,mittensleartist,mittensleartist,Tweet
20909,USNCDutch,USNCDutch,Tweet
20910,G0th_Detectives,BryOnTour,RT
20911,carolyn660,https,RT
20912,Karmaquarius,Karmaquarius,Tweet
20913,Garythegrump,Garythegrump,Tweet
20914,saladbound,BRAIX3N,RT
20915,Orici_Adria,Orici_Adria,Tweet
20916,nicorn7,nicorn7,Tweet
20917,ktanimara,https,RT
20918,mbenkeart,https,RT
20919,DiamondSwishers,thefinebros,RT
20920,HudsonTheNerd,MunifiS,RT
20921,ifanReal_Liams,ifanReal_Liams,Tweet
20922,andtherainstops,TheRobDyke,RT
20923,derekjd,derekjd,Tweet
20924,IWscotland,https,RT
20925,TarverTrey,itsDanBull,RT
20926,GCXGaming,GCXGaming,Tweet
20927,aldoruberto,aldoruberto,Tweet
20928,SirGingerale,BRAIX3N,RT
20929,ReAniMorte,ReAniMorte,Tweet
20930,CCharmanderK,BRAIX3N,RT
20931,cagethelonewolf,cagethelonewolf,Tweet
20932,Bosspikachu,MunifiS,RT
20933,Princess5S0S,thefinebros,RT
20934,ashtar9,ashtar9,Tweet
20935,AaronL98,ClickBaitExpose,RT
20936,Donaldcmacphail,theregos,RT
20937,xChuChux911,xChuChux911,Tweet
20938,TheOneStopShomp,DolanDark,RT
20939,ClickBaitExpose,ClickBaitExpose,Tweet
20940,hassanalaskry,hassanalaskry,Tweet
20941,paulyozz,TheRalphRetort,RT
20942,thehealinghug,thehealinghug,Tweet
20943,Hacks4001,TechRaptr,RT
20944,ClaytonjJa,ClaytonjJa,Tweet
20945,Ansariyya,Ansariyya,Tweet
20946,alsoMike,theregos,RT
20947,TMLitigator,TMLitigator,Tweet
20948,ilymaram,ilymaram,Tweet
20949,Haley_Marieee2,Haley_Marieee2,Tweet
20950,OMGSkyFanHD,OMGSkyFanHD,Tweet
20951,GadgetAddictsUK,GadgetAddictsUK,Tweet
20952,RyanMonroy,thefinebros,RT
20953,simply_mitra,Medium,RT
20954,TheUnawareGamer,TheGamingLemon,RT
20955,ET828,ET828,Tweet
20956,GeodesicDragon,GeodesicDragon,Tweet
20957,HeartlockTV,DolanDark,RT
20958,MaoistRebelNews,MaoistRebelNews,Tweet
20959,caljitsu,caljitsu,Tweet
20960,LoneArmadii,LoneArmadii,Tweet
20961,SuperTiger1234,SuperTiger1234,Tweet
20962,viva_movil,viva_movil,Tweet
20963,SogniFantasma,SogniFantasma,Tweet
20964,AshitakaWolf,AshitakaWolf,Tweet
20965,MaskinJunior,MaskinJunior,Tweet
20966,BlindSide513,BlindSide513,Tweet
20967,McLego,McLego,Tweet
20968,DonaLimes,DonaLimes,Tweet
20969,likefatoutou,4chansbest,RT
20970,TwentyOneBinge,TwentyOneBinge,Tweet
20971,GirlGamertag,GirlGamertag,Tweet
20972,Over_Leveled,AndrewEisen,RT
20973,azure_tomato,MunifiS,RT
20974,BRIGHTSTEEL,BRIGHTSTEEL,Tweet
20975,NelsonBelmont,NelsonBelmont,Tweet
20976,m4sterG1gabyte,BRAIX3N,RT
20977,7omG,7omG,Tweet
20978,kaiserwetter49,kaiserwetter49,Tweet
20979,awsum_n00b,MunifiS,RT
20980,starwar497,MunifiS,RT
20981,Fightmaster22,gauiis,RT
20982,Bozisaur,RedRavee,RT
20983,LandonYoutube,angie_sims2014,RT
20984,MPElliottArt,https,RT
20985,AliviaElizabeth,RedRavee,RT
20986,SaitoGray,SaitoGray,Tweet
20987,Pepsolman,cbanks420lol,RT
20988,uqure15,MunifiS,RT
20989,Jank_Smash,MunifiS,RT
20990,TankNine,TankNine,Tweet
20991,viainfinito,viainfinito,Tweet
20992,RuthReader,CultureStrike,RT
20993,CultureStrike,CultureStrike,Tweet
20994,christianvr2,christianvr2,Tweet
20995,DG_DeathGame,DG_DeathGame,Tweet
20996,Tanzito_,Tanzito_,Tweet
20997,MrHamHyson,MrHamHyson,Tweet
20998,TychoDickerson,TychoDickerson,Tweet
20999,MrHamHyson,MrHamHyson,Tweet
21000,linsellsmith,itsDanBull,RT
21001,Luke25361,thefinebros,RT
21002,Shadow_Liberty,Shadow_Liberty,Tweet
21003,Rittsrotts,Rittsrotts,Tweet
21004,iChrisii_,thefinebros,RT
21005,GanonForGlory,GanonForGlory,Tweet
21006,Slowbrofist,Slowbrofist,Tweet
21007,YubelMastery,YubelMastery,Tweet
21008,mittensleartist,mittensleartist,Tweet
21009,USNCDutch,USNCDutch,Tweet
21010,G0th_Detectives,BryOnTour,RT
21011,carolyn660,https,RT
21012,Karmaquarius,Karmaquarius,Tweet
21013,Garythegrump,Garythegrump,Tweet
21014,saladbound,BRAIX3N,RT
21015,Orici_Adria,Orici_Adria,Tweet
21016,nicorn7,nicorn7,Tweet
21017,ktanimara,https,RT
21018,mbenkeart,https,RT
21019,DiamondSwishers,thefinebros,RT
21020,HudsonTheNerd,MunifiS,RT
21021,ifanReal_Liams,ifanReal_Liams,Tweet
21022,andtherainstops,TheRobDyke,RT
21023,derekjd,derekjd,Tweet
21024,IWscotland,https,RT
21025,TarverTrey,itsDanBull,RT
21026,GCXGaming,GCXGaming,Tweet
21027,aldoruberto,aldoruberto,Tweet
21028,SirGingerale,BRAIX3N,RT
21029,ReAniMorte,ReAniMorte,Tweet
21030,CCharmanderK,BRAIX3N,RT
21031,cagethelonewolf,cagethelonewolf,Tweet
21032,Bosspikachu,MunifiS,RT
21033,Princess5S0S,thefinebros,RT
21034,ashtar9,ashtar9,Tweet
21035,AaronL98,ClickBaitExpose,RT
21036,Donaldcmacphail,theregos,RT
21037,xChuChux911,xChuChux911,Tweet
21038,TheOneStopShomp,DolanDark,RT
21039,ClickBaitExpose,ClickBaitExpose,Tweet
21040,hassanalaskry,hassanalaskry,Tweet
21041,paulyozz,TheRalphRetort,RT
21042,thehealinghug,thehealinghug,Tweet
21043,Hacks4001,TechRaptr,RT
21044,ClaytonjJa,ClaytonjJa,Tweet
21045,Ansariyya,Ansariyya,Tweet
21046,alsoMike,theregos,RT
21047,TMLitigator,TMLitigator,Tweet
21048,ilymaram,ilymaram,Tweet
21049,Haley_Marieee2,Haley_Marieee2,Tweet
21050,OMGSkyFanHD,OMGSkyFanHD,Tweet
21051,GadgetAddictsUK,GadgetAddictsUK,Tweet
21052,RyanMonroy,thefinebros,RT
21053,simply_mitra,Medium,RT
21054,TheUnawareGamer,TheGamingLemon,RT
21055,ET828,ET828,Tweet
21056,GeodesicDragon,GeodesicDragon,Tweet
21057,HeartlockTV,DolanDark,RT
21058,MaoistRebelNews,MaoistRebelNews,Tweet
21059,caljitsu,caljitsu,Tweet
21060,LoneArmadii,LoneArmadii,Tweet
21061,SuperTiger1234,SuperTiger1234,Tweet
21062,viva_movil,viva_movil,Tweet
21063,SogniFantasma,SogniFantasma,Tweet
21064,AshitakaWolf,AshitakaWolf,Tweet
21065,MaskinJunior,MaskinJunior,Tweet
21066,BlindSide513,BlindSide513,Tweet
21067,McLego,McLego,Tweet
21068,DonaLimes,DonaLimes,Tweet
21069,likefatoutou,4chansbest,RT
21070,TwentyOneBinge,TwentyOneBinge,Tweet
21071,GirlGamertag,GirlGamertag,Tweet
21072,Over_Leveled,AndrewEisen,RT
21073,azure_tomato,MunifiS,RT
21074,BRIGHTSTEEL,BRIGHTSTEEL,Tweet
21075,NelsonBelmont,NelsonBelmont,Tweet
21076,m4sterG1gabyte,BRAIX3N,RT
21077,7omG,7omG,Tweet
21078,kaiserwetter49,kaiserwetter49,Tweet
21079,awsum_n00b,MunifiS,RT
21080,starwar497,MunifiS,RT
21081,Fightmaster22,gauiis,RT
21082,Bozisaur,RedRavee,RT
21083,LandonYoutube,angie_sims2014,RT
21084,MPElliottArt,https,RT
21085,AliviaElizabeth,RedRavee,RT
21086,SaitoGray,SaitoGray,Tweet
21087,Pepsolman,cbanks420lol,RT
21088,uqure15,MunifiS,RT
21089,Jank_Smash,MunifiS,RT
21090,TankNine,TankNine,Tweet
21091,viainfinito,viainfinito,Tweet
21092,RuthReader,CultureStrike,RT
21093,CultureStrike,CultureStrike,Tweet
21094,christianvr2,christianvr2,Tweet
21095,DG_DeathGame,DG_DeathGame,Tweet
21096,Tanzito_,Tanzito_,Tweet
21097,MrHamHyson,MrHamHyson,Tweet
21098,TychoDickerson,TychoDickerson,Tweet
21099,MrHamHyson,MrHamHyson,Tweet
21100,linsellsmith,itsDanBull,RT
21101,Luke25361,thefinebros,RT
21102,Shadow_Liberty,Shadow_Liberty,Tweet
21103,Rittsrotts,Rittsrotts,Tweet
21104,iChrisii_,thefinebros,RT
21105,GanonForGlory,GanonForGlory,Tweet
21106,Slowbrofist,Slowbrofist,Tweet
21107,YubelMastery,YubelMastery,Tweet
21108,mittensleartist,mittensleartist,Tweet
21109,USNCDutch,USNCDutch,Tweet
21110,G0th_Detectives,BryOnTour,RT
21111,carolyn660,https,RT
21112,Karmaquarius,Karmaquarius,Tweet
21113,Garythegrump,Garythegrump,Tweet
21114,saladbound,BRAIX3N,RT
21115,Orici_Adria,Orici_Adria,Tweet
21116,nicorn7,nicorn7,Tweet
21117,ktanimara,https,RT
21118,mbenkeart,https,RT
21119,DiamondSwishers,thefinebros,RT
21120,HudsonTheNerd,MunifiS,RT
21121,ifanReal_Liams,ifanReal_Liams,Tweet
21122,andtherainstops,TheRobDyke,RT
21123,derekjd,derekjd,Tweet
21124,IWscotland,https,RT
21125,TarverTrey,itsDanBull,RT
21126,GCXGaming,GCXGaming,Tweet
21127,aldoruberto,aldoruberto,Tweet
21128,SirGingerale,BRAIX3N,RT
21129,ReAniMorte,ReAniMorte,Tweet
21130,CCharmanderK,BRAIX3N,RT
21131,cagethelonewolf,cagethelonewolf,Tweet
21132,Bosspikachu,MunifiS,RT
21133,Princess5S0S,thefinebros,RT
21134,ashtar9,ashtar9,Tweet
21135,AaronL98,ClickBaitExpose,RT
21136,Donaldcmacphail,theregos,RT
21137,xChuChux911,xChuChux911,Tweet
21138,TheOneStopShomp,DolanDark,RT
21139,ClickBaitExpose,ClickBaitExpose,Tweet
21140,hassanalaskry,hassanalaskry,Tweet
21141,paulyozz,TheRalphRetort,RT
21142,thehealinghug,thehealinghug,Tweet
21143,Hacks4001,TechRaptr,RT
21144,ClaytonjJa,ClaytonjJa,Tweet
21145,Ansariyya,Ansariyya,Tweet
21146,alsoMike,theregos,RT
21147,TMLitigator,TMLitigator,Tweet
21148,ilymaram,ilymaram,Tweet
21149,Haley_Marieee2,Haley_Marieee2,Tweet
21150,OMGSkyFanHD,OMGSkyFanHD,Tweet
21151,GadgetAddictsUK,GadgetAddictsUK,Tweet
21152,RyanMonroy,thefinebros,RT
21153,simply_mitra,Medium,RT
21154,TheUnawareGamer,TheGamingLemon,RT
21155,ET828,ET828,Tweet
21156,GeodesicDragon,GeodesicDragon,Tweet
21157,HeartlockTV,DolanDark,RT
21158,MaoistRebelNews,MaoistRebelNews,Tweet
21159,caljitsu,caljitsu,Tweet
21160,LoneArmadii,LoneArmadii,Tweet
21161,SuperTiger1234,SuperTiger1234,Tweet
21162,viva_movil,viva_movil,Tweet
21163,SogniFantasma,SogniFantasma,Tweet
21164,AshitakaWolf,AshitakaWolf,Tweet
21165,MaskinJunior,MaskinJunior,Tweet
21166,BlindSide513,BlindSide513,Tweet
21167,McLego,McLego,Tweet
21168,DonaLimes,DonaLimes,Tweet
21169,likefatoutou,4chansbest,RT
21170,TwentyOneBinge,TwentyOneBinge,Tweet
21171,GirlGamertag,GirlGamertag,Tweet
21172,Over_Leveled,AndrewEisen,RT
21173,azure_tomato,MunifiS,RT
21174,BRIGHTSTEEL,BRIGHTSTEEL,Tweet
21175,NelsonBelmont,NelsonBelmont,Tweet
21176,m4sterG1gabyte,BRAIX3N,RT
21177,7omG,7omG,Tweet
21178,kaiserwetter49,kaiserwetter49,Tweet
21179,awsum_n00b,MunifiS,RT
21180,starwar497,MunifiS,RT
21181,Fightmaster22,gauiis,RT
21182,Bozisaur,RedRavee,RT
21183,LandonYoutube,angie_sims2014,RT
21184,MPElliottArt,https,RT
21185,AliviaElizabeth,RedRavee,RT
21186,SaitoGray,SaitoGray,Tweet
21187,Pepsolman,cbanks420lol,RT
21188,uqure15,MunifiS,RT
21189,Jank_Smash,MunifiS,RT
21190,TankNine,TankNine,Tweet
21191,viainfinito,viainfinito,Tweet
21192,RuthReader,CultureStrike,RT
21193,CultureStrike,CultureStrike,Tweet
21194,christianvr2,christianvr2,Tweet
21195,DG_DeathGame,DG_DeathGame,Tweet
21196,Tanzito_,Tanzito_,Tweet
21197,MrHamHyson,MrHamHyson,Tweet
21198,TychoDickerson,TychoDickerson,Tweet
21199,MrHamHyson,MrHamHyson,Tweet
21200,linsellsmith,itsDanBull,RT
21201,Luke25361,thefinebros,RT
21202,Shadow_Liberty,Shadow_Liberty,Tweet
21203,Rittsrotts,Rittsrotts,Tweet
21204,iChrisii_,thefinebros,RT
21205,GanonForGlory,GanonForGlory,Tweet
21206,Slowbrofist,Slowbrofist,Tweet
21207,YubelMastery,YubelMastery,Tweet
21208,mittensleartist,mittensleartist,Tweet
21209,USNCDutch,USNCDutch,Tweet
21210,G0th_Detectives,BryOnTour,RT
21211,carolyn660,https,RT
21212,Karmaquarius,Karmaquarius,Tweet
21213,Garythegrump,Garythegrump,Tweet
21214,saladbound,BRAIX3N,RT
21215,Orici_Adria,Orici_Adria,Tweet
21216,nicorn7,nicorn7,Tweet
21217,ktanimara,https,RT
21218,mbenkeart,https,RT
21219,DiamondSwishers,thefinebros,RT
21220,HudsonTheNerd,MunifiS,RT
21221,ifanReal_Liams,ifanReal_Liams,Tweet
21222,andtherainstops,TheRobDyke,RT
21223,derekjd,derekjd,Tweet
21224,IWscotland,https,RT
21225,TarverTrey,itsDanBull,RT
21226,GCXGaming,GCXGaming,Tweet
21227,aldoruberto,aldoruberto,Tweet
21228,SirGingerale,BRAIX3N,RT
21229,ReAniMorte,ReAniMorte,Tweet
21230,CCharmanderK,BRAIX3N,RT
21231,cagethelonewolf,cagethelonewolf,Tweet
21232,Bosspikachu,MunifiS,RT
21233,Princess5S0S,thefinebros,RT
21234,ashtar9,ashtar9,Tweet
21235,AaronL98,ClickBaitExpose,RT
21236,Donaldcmacphail,theregos,RT
21237,xChuChux911,xChuChux911,Tweet
21238,TheOneStopShomp,DolanDark,RT
21239,ClickBaitExpose,ClickBaitExpose,Tweet
21240,hassanalaskry,hassanalaskry,Tweet
21241,paulyozz,TheRalphRetort,RT
21242,thehealinghug,thehealinghug,Tweet
21243,Hacks4001,TechRaptr,RT
21244,ClaytonjJa,ClaytonjJa,Tweet
21245,Ansariyya,Ansariyya,Tweet
21246,alsoMike,theregos,RT
21247,TMLitigator,TMLitigator,Tweet
21248,ilymaram,ilymaram,Tweet
21249,Haley_Marieee2,Haley_Marieee2,Tweet
21250,OMGSkyFanHD,OMGSkyFanHD,Tweet
21251,GadgetAddictsUK,GadgetAddictsUK,Tweet
21252,RyanMonroy,thefinebros,RT
21253,simply_mitra,Medium,RT
21254,TheUnawareGamer,TheGamingLemon,RT
21255,ET828,ET828,Tweet
21256,GeodesicDragon,GeodesicDragon,Tweet
21257,HeartlockTV,DolanDark,RT
21258,MaoistRebelNews,MaoistRebelNews,Tweet
21259,caljitsu,caljitsu,Tweet
21260,LoneArmadii,LoneArmadii,Tweet
21261,SuperTiger1234,SuperTiger1234,Tweet
21262,viva_movil,viva_movil,Tweet
21263,SogniFantasma,SogniFantasma,Tweet
21264,AshitakaWolf,AshitakaWolf,Tweet
21265,MaskinJunior,MaskinJunior,Tweet
21266,BlindSide513,BlindSide513,Tweet
21267,McLego,McLego,Tweet
21268,DonaLimes,DonaLimes,Tweet
21269,likefatoutou,4chansbest,RT
21270,TwentyOneBinge,TwentyOneBinge,Tweet
21271,GirlGamertag,GirlGamertag,Tweet
21272,Over_Leveled,AndrewEisen,RT
21273,azure_tomato,MunifiS,RT
21274,BRIGHTSTEEL,BRIGHTSTEEL,Tweet
21275,NelsonBelmont,NelsonBelmont,Tweet
21276,m4sterG1gabyte,BRAIX3N,RT
21277,7omG,7omG,Tweet
21278,kaiserwetter49,kaiserwetter49,Tweet
21279,awsum_n00b,MunifiS,RT
21280,starwar497,MunifiS,RT
21281,Fightmaster22,gauiis,RT
21282,Bozisaur,RedRavee,RT
21283,LandonYoutube,angie_sims2014,RT
21284,MPElliottArt,https,RT
21285,AliviaElizabeth,RedRavee,RT
21286,SaitoGray,SaitoGray,Tweet
21287,Pepsolman,cbanks420lol,RT
21288,uqure15,MunifiS,RT
21289,Jank_Smash,MunifiS,RT
21290,TankNine,TankNine,Tweet
21291,viainfinito,viainfinito,Tweet
21292,RuthReader,CultureStrike,RT
21293,CultureStrike,CultureStrike,Tweet
21294,christianvr2,christianvr2,Tweet
21295,DG_DeathGame,DG_DeathGame,Tweet
21296,Tanzito_,Tanzito_,Tweet
21297,MrHamHyson,MrHamHyson,Tweet
21298,TychoDickerson,TychoDickerson,Tweet
21299,MrHamHyson,MrHamHyson,Tweet
21300,linsellsmith,itsDanBull,RT
21301,Luke25361,thefinebros,RT
21302,Shadow_Liberty,Shadow_Liberty,Tweet
21303,Rittsrotts,Rittsrotts,Tweet
21304,iChrisii_,thefinebros,RT
21305,GanonForGlory,GanonForGlory,Tweet
21306,Slowbrofist,Slowbrofist,Tweet
21307,YubelMastery,YubelMastery,Tweet
21308,mittensleartist,mittensleartist,Tweet
21309,USNCDutch,USNCDutch,Tweet
21310,G0th_Detectives,BryOnTour,RT
21311,carolyn660,https,RT
21312,Karmaquarius,Karmaquarius,Tweet
21313,Garythegrump,Garythegrump,Tweet
21314,saladbound,BRAIX3N,RT
21315,Orici_Adria,Orici_Adria,Tweet
21316,nicorn7,nicorn7,Tweet
21317,ktanimara,https,RT
21318,mbenkeart,https,RT
21319,DiamondSwishers,thefinebros,RT
21320,HudsonTheNerd,MunifiS,RT
21321,ifanReal_Liams,ifanReal_Liams,Tweet
21322,andtherainstops,TheRobDyke,RT
21323,derekjd,derekjd,Tweet
21324,IWscotland,https,RT
21325,TarverTrey,itsDanBull,RT
21326,GCXGaming,GCXGaming,Tweet
21327,aldoruberto,aldoruberto,Tweet
21328,SirGingerale,BRAIX3N,RT
21329,ReAniMorte,ReAniMorte,Tweet
21330,CCharmanderK,BRAIX3N,RT
21331,cagethelonewolf,cagethelonewolf,Tweet
21332,Bosspikachu,MunifiS,RT
21333,Princess5S0S,thefinebros,RT
21334,ashtar9,ashtar9,Tweet
21335,AaronL98,ClickBaitExpose,RT
21336,Donaldcmacphail,theregos,RT
21337,xChuChux911,xChuChux911,Tweet
21338,TheOneStopShomp,DolanDark,RT
21339,ClickBaitExpose,ClickBaitExpose,Tweet
21340,hassanalaskry,hassanalaskry,Tweet
21341,paulyozz,TheRalphRetort,RT
21342,thehealinghug,thehealinghug,Tweet
21343,Hacks4001,TechRaptr,RT
21344,ClaytonjJa,ClaytonjJa,Tweet
21345,Ansariyya,Ansariyya,Tweet
21346,alsoMike,theregos,RT
21347,TMLitigator,TMLitigator,Tweet
21348,ilymaram,ilymaram,Tweet
21349,Haley_Marieee2,Haley_Marieee2,Tweet
21350,OMGSkyFanHD,OMGSkyFanHD,Tweet
21351,GadgetAddictsUK,GadgetAddictsUK,Tweet
21352,RyanMonroy,thefinebros,RT
21353,simply_mitra,Medium,RT
21354,TheUnawareGamer,TheGamingLemon,RT
21355,ET828,ET828,Tweet
21356,GeodesicDragon,GeodesicDragon,Tweet
21357,HeartlockTV,DolanDark,RT
21358,MaoistRebelNews,MaoistRebelNews,Tweet
21359,caljitsu,caljitsu,Tweet
21360,LoneArmadii,LoneArmadii,Tweet
21361,SuperTiger1234,SuperTiger1234,Tweet
21362,viva_movil,viva_movil,Tweet
21363,SogniFantasma,SogniFantasma,Tweet
21364,AshitakaWolf,AshitakaWolf,Tweet
21365,MaskinJunior,MaskinJunior,Tweet
21366,BlindSide513,BlindSide513,Tweet
21367,McLego,McLego,Tweet
21368,DonaLimes,DonaLimes,Tweet
21369,likefatoutou,4chansbest,RT
21370,TwentyOneBinge,TwentyOneBinge,Tweet
21371,GirlGamertag,GirlGamertag,Tweet
21372,Over_Leveled,AndrewEisen,RT
21373,azure_tomato,MunifiS,RT
21374,BRIGHTSTEEL,BRIGHTSTEEL,Tweet
